"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"R-HSA-167161","HIV Transcription Initiation",18,-0.403168598160505,-1.86025192269779,0.00709759004206133,0.0444444328824317,0.0351766524014443,3384,"tags=94%, list=39%, signal=57%","2961/5437/2962/5440/51616/6880/2960/2967/5432/83860/2958/6879/2957/5431/5433/2963/4331"
"R-HSA-167162","RNA Polymerase II HIV Promoter Escape",18,-0.403168598160505,-1.86025192269779,0.00709759004206133,0.0444444328824317,0.0351766524014443,3384,"tags=94%, list=39%, signal=57%","2961/5437/2962/5440/51616/6880/2960/2967/5432/83860/2958/6879/2957/5431/5433/2963/4331"
"R-HSA-73776","RNA Polymerase II Promoter Escape",18,-0.403168598160505,-1.86025192269779,0.00709759004206133,0.0444444328824317,0.0351766524014443,3384,"tags=94%, list=39%, signal=57%","2961/5437/2962/5440/51616/6880/2960/2967/5432/83860/2958/6879/2957/5431/5433/2963/4331"
"R-HSA-73779","RNA Polymerase II Transcription Pre-Initiation And Promoter Opening",18,-0.403168598160505,-1.86025192269779,0.00709759004206133,0.0444444328824317,0.0351766524014443,3384,"tags=94%, list=39%, signal=57%","2961/5437/2962/5440/51616/6880/2960/2967/5432/83860/2958/6879/2957/5431/5433/2963/4331"
"R-HSA-75953","RNA Polymerase II Transcription Initiation",18,-0.403168598160505,-1.86025192269779,0.00709759004206133,0.0444444328824317,0.0351766524014443,3384,"tags=94%, list=39%, signal=57%","2961/5437/2962/5440/51616/6880/2960/2967/5432/83860/2958/6879/2957/5431/5433/2963/4331"
"R-HSA-76042","RNA Polymerase II Transcription Initiation And Promoter Clearance",18,-0.403168598160505,-1.86025192269779,0.00709759004206133,0.0444444328824317,0.0351766524014443,3384,"tags=94%, list=39%, signal=57%","2961/5437/2962/5440/51616/6880/2960/2967/5432/83860/2958/6879/2957/5431/5433/2963/4331"
"R-HSA-199992","trans-Golgi Network Vesicle Budding",33,-0.281012065128265,-1.6883931733525,0.0067855231547007,0.0444444328824317,0.0351766524014443,6172,"tags=97%, list=72%, signal=27%","8906/157807/81567/1522/5878/8673/408/9026/1777/388552/54885/351/1174/1211/1176/9179/6810/8907/8301/4952/27131/26258/6845/64746/9685/11154/9698/286451/8729/23431/3312/8905"
"R-HSA-449147","Signaling by Interleukins",260,0.386674737186157,1.23202786730006,0.0068993100689931,0.0444444328824317,0.0351766524014443,2984,"tags=45%, list=35%, signal=30%","6363/4314/6382/6288/7291/3586/3458/1026/1511/6285/3568/50615/2353/1278/2162/10538/7076/4318/6616/64109/2208/3934/3976/4313/3557/6348/920/4582/3055/759/1846/1438/6813/7431/3718/9021/942/7409/3559/3587/1265/2357/6367/6351/3598/3627/1436/3082/3684/3594/240/3689/1441/6850/5008/5777/5724/5743/301/23529/6349/3932/6347/1439/3576/3662/84868/3566/5778/3561/10148/132014/7412/729230/3936/302/8651/7124/1234/6195/3687/29760/2335/653604/5696/3569/4609/5293/3726/9173/6778/1435/7040/7850/64127/53833/3162/9180/4067/4001/4615/3574/3575/3603/79792/841/5600/3592/834/5698/3965/332/4791/2185/177/8767"
"R-HSA-5607761","Dectin-1 mediated noncanonical NF-kB signaling",29,-0.299362482019376,-1.69472289285923,0.00750563948449163,0.0464466631628541,0.0367613673822469,2571,"tags=76%, list=30%, signal=53%","10197/9039/5719/5682/5683/5684/5685/6500/5717/5706/1147/7314/9861/5701/23291/5700/5687/8945/8454/5713/5718/23198"
"R-HSA-5676590","NIK-->noncanonical NF-kB signaling",29,-0.299362482019376,-1.69472289285923,0.00750563948449163,0.0464466631628541,0.0367613673822469,2571,"tags=76%, list=30%, signal=53%","10197/9039/5719/5682/5683/5684/5685/6500/5717/5706/1147/7314/9861/5701/23291/5700/5687/8945/8454/5713/5718/23198"
"R-HSA-76046","RNA Polymerase III Transcription Initiation",14,-0.456207653897991,-1.87398216739078,0.00765578616108827,0.0470987546284495,0.0372774813999435,3378,"tags=93%, list=39%, signal=56%","5437/9533/5440/51082/10621/55290/10302/10622/55703/55718/9329/9330/55814"
"R-HSA-9694635","Translation of Structural Proteins",32,-0.270758844147179,-1.6180057502298,0.00775625437765286,0.0471842754672176,0.0373451689959667,5111,"tags=97%, list=60%, signal=39%","79668/55741/4249/7991/6484/84875/2530/11253/5589/143/54956/7841/4245/23193/3703/29801/11282/56965/2931/51304/7341/4124/6732/25921/7314/2589/10610/6487/256435/51201/6482"
"R-HSA-1168372","Downstream signaling events of B Cell Receptor (BCR)",40,-0.2269089435923,-1.46993713699801,0.00775939130782191,0.0471842754672176,0.0373451689959667,3613,"tags=85%, list=42%, signal=49%","5721/5699/8915/5720/8517/2280/4790/10197/3845/6885/3551/5719/5530/5682/5683/5684/5685/5534/6500/5717/5706/1147/7314/9861/5701/23291/5700/5687/8945/8454/5713/5718/5532/23198"
"R-HSA-8957275","Post-translational protein phosphorylation",61,0.479610946192418,1.42607120055272,0.00780546382467727,0.0471916548480488,0.0373510095905609,3235,"tags=64%, list=38%, signal=40%","6696/3371/7857/10232/1356/7076/213/3053/255738/721/2719/720/718/11167/3491/1462/2200/54757/5265/91851/10272/348/3487/54587/5179/7018/2335/3569/1435/4241/6383/2153/4148/64856/51246/1471/8614/3490/3486"
"R-HSA-1461973","Defensins",10,0.696776874482041,1.62183044447702,0.00815460232350313,0.0490208093961445,0.0387987394760359,1716,"tags=82%, list=20%, signal=66%","1672/55894/55894/920/728358/1668/1667/7097/729230"
